routes,canonical_bitstring,provider_bitstrings,counts,probability,one_hot,joint_feasible,assignment,current_objective,base_energy,transformed_energy,scenario_costs,scenario_regrets
"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]",001001001001,"[""100100100100""]",3,0.000732421875,True,True,"[2, 2, 2, 2]",1.0,0.9999999999999998,0.03568927265871846,"{""degradation"": 0.41385681293302545, ""nominal"": 0.6845714285714287, ""surge"": 0.6880650994575044}","{""degradation"": 1.0, ""nominal"": 1.0, ""surge"": 1.0}"
"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0]",001001010010,"[""010010100100""]",3,0.000732421875,True,True,"[2, 2, 1, 1]",0.47851020572401,0.4785102057240097,0.015592920524217882,"{""degradation"": 0.29729729729729737, ""nominal"": 0.4447258687258688, ""surge"": 0.450749230242901}","{""degradation"": 0.46960164737626947, ""nominal"": 0.4711931353854535, ""surge"": 0.4947358344103071}"
"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0]",001001100010,"[""010001100100""]",3,0.000732421875,True,True,"[2, 2, 0, 1]",0.18979622326562812,0.18979622326562806,0.0044669159095101305,"{""degradation"": 0.26839460707820983, ""nominal"": 0.2486486486486486, ""surge"": 0.30875617027515756}","{""degradation"": 0.33808137470709354, ""nominal"": 0.038885862162898244, ""surge"": 0.19242143292689257}"
"[0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1]",001001101011,"[""110101100100""]",3,0.000732421875,False,False,,,4.466375130261167,0.16927097648615047,{},{}
"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",001010000001,"[""100000010100""]",3,0.000732421875,False,False,,,0.7492495470051144,0.026026246734564225,{},{}
"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1]",001010000011,"[""110000010100""]",3,0.000732421875,False,False,,,2.665557702045868,0.0998739114532584,{},{}
"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1]",001010010011,"[""110010010100""]",3,0.000732421875,False,False,,,2.6964965165959516,0.10106618274724548,{},{}
"[0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",001010101000,"[""000101010100""]",3,0.000732421875,False,False,,,2.203596435303063,0.08207157593132852,{},{}
"[0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0]",001010101100,"[""001101010100""]",3,0.000732421875,False,False,,,2.0729292899629472,0.07703613133780461,{},{}
"[0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0]",001011100100,"[""001001110100""]",3,0.000732421875,False,False,,,2.2671509127287774,0.08452073825835842,{},{}
